"","dispersal","sig_niche","alpha","n_sp","rep"
"2027",9.99999999999999e-05,0.464158883361278,"0.5",41,5
"2028",9.99999999999999e-05,0.464158883361278,"1.5",41,5
"2029",9.99999999999999e-05,0.464158883361278,"equal",40,5
"2030",9.99999999999999e-05,0.464158883361278,"patch_dynamics",9,5
"2031",9.99999999999999e-05,1,"0.5",46,5
"2032",9.99999999999999e-05,1,"1.5",39,5
"2033",9.99999999999999e-05,1,"equal",41,5
"2034",9.99999999999999e-05,1,"patch_dynamics",5,5
"2035",9.99999999999999e-05,2.15443469003188,"0.5",43,5
"2036",9.99999999999999e-05,2.15443469003188,"1.5",42,5
"2037",9.99999999999999e-05,2.15443469003188,"equal",42,5
"2038",9.99999999999999e-05,2.15443469003188,"patch_dynamics",5,5
"2039",9.99999999999999e-05,4.64158883361278,"0.5",43,5
"2040",9.99999999999999e-05,4.64158883361278,"1.5",37,5
"2041",9.99999999999999e-05,4.64158883361278,"equal",45,5
"2042",9.99999999999999e-05,4.64158883361278,"patch_dynamics",3,5
"2043",9.99999999999999e-05,10,"0.5",44,5
"2044",9.99999999999999e-05,10,"1.5",41,5
"2045",9.99999999999999e-05,10,"equal",44,5
"2046",9.99999999999999e-05,10,"patch_dynamics",6,5
"2047",0.000215443469003188,0.1,"0.5",2,5
"2048",0.000215443469003188,0.1,"1.5",3,5
"2049",0.000215443469003188,0.1,"equal",2,5
"2050",0.000215443469003188,0.1,"patch_dynamics",1,5
"2051",0.000215443469003188,0.215443469003188,"0.5",25,5
"2052",0.000215443469003188,0.215443469003188,"1.5",18,5
"2053",0.000215443469003188,0.215443469003188,"equal",18,5
"2054",0.000215443469003188,0.215443469003188,"patch_dynamics",7,5
"2055",0.000215443469003188,0.464158883361278,"0.5",35,5
"2056",0.000215443469003188,0.464158883361278,"1.5",32,5
"2057",0.000215443469003188,0.464158883361278,"equal",32,5
"2058",0.000215443469003188,0.464158883361278,"patch_dynamics",5,5
"2059",0.000215443469003188,1,"0.5",41,5
"2060",0.000215443469003188,1,"1.5",35,5
"2061",0.000215443469003188,1,"equal",36,5
"2062",0.000215443469003188,1,"patch_dynamics",8,5
"2063",0.000215443469003188,2.15443469003188,"0.5",43,5
"2064",0.000215443469003188,2.15443469003188,"1.5",33,5
"2065",0.000215443469003188,2.15443469003188,"equal",42,5
"2066",0.000215443469003188,2.15443469003188,"patch_dynamics",2,5
"2067",0.000215443469003188,4.64158883361278,"0.5",41,5
"2068",0.000215443469003188,4.64158883361278,"1.5",36,5
"2069",0.000215443469003188,4.64158883361278,"equal",37,5
"2070",0.000215443469003188,4.64158883361278,"patch_dynamics",6,5
"2071",0.000215443469003188,10,"0.5",41,5
"2072",0.000215443469003188,10,"1.5",31,5
"2073",0.000215443469003188,10,"equal",42,5
"2074",0.000215443469003188,10,"patch_dynamics",3,5
"2075",0.000464158883361278,0.1,"0.5",5,5
"2076",0.000464158883361278,0.1,"1.5",4,5
"2077",0.000464158883361278,0.1,"equal",4,5
"2078",0.000464158883361278,0.1,"patch_dynamics",1,5
"2079",0.000464158883361278,0.215443469003188,"0.5",24,5
"2080",0.000464158883361278,0.215443469003188,"1.5",18,5
"2081",0.000464158883361278,0.215443469003188,"equal",21,5
"2082",0.000464158883361278,0.215443469003188,"patch_dynamics",7,5
"2083",0.000464158883361278,0.464158883361278,"0.5",33,5
"2084",0.000464158883361278,0.464158883361278,"1.5",23,5
"2085",0.000464158883361278,0.464158883361278,"equal",32,5
"2086",0.000464158883361278,0.464158883361278,"patch_dynamics",9,5
"2087",0.000464158883361278,1,"0.5",35,5
"2088",0.000464158883361278,1,"1.5",26,5
"2089",0.000464158883361278,1,"equal",33,5
"2090",0.000464158883361278,1,"patch_dynamics",5,5
"2091",0.000464158883361278,2.15443469003188,"0.5",37,5
"2092",0.000464158883361278,2.15443469003188,"1.5",24,5
"2093",0.000464158883361278,2.15443469003188,"equal",37,5
"2094",0.000464158883361278,2.15443469003188,"patch_dynamics",6,5
"2095",0.000464158883361278,4.64158883361278,"0.5",33,5
"2096",0.000464158883361278,4.64158883361278,"1.5",19,5
"2097",0.000464158883361278,4.64158883361278,"equal",41,5
"2098",0.000464158883361278,4.64158883361278,"patch_dynamics",3,5
"2099",0.000464158883361278,10,"0.5",37,5
"2100",0.000464158883361278,10,"1.5",25,5
"2101",0.000464158883361278,10,"equal",36,5
"2102",0.000464158883361278,10,"patch_dynamics",2,5
"2103",0.001,0.1,"0.5",7,5
"2104",0.001,0.1,"1.5",3,5
"2105",0.001,0.1,"equal",3,5
"2106",0.001,0.1,"patch_dynamics",2,5
"2107",0.001,0.215443469003188,"0.5",23,5
"2108",0.001,0.215443469003188,"1.5",16,5
"2109",0.001,0.215443469003188,"equal",16,5
"2110",0.001,0.215443469003188,"patch_dynamics",10,5
"2111",0.001,0.464158883361278,"0.5",25,5
"2112",0.001,0.464158883361278,"1.5",20,5
"2113",0.001,0.464158883361278,"equal",24,5
"2114",0.001,0.464158883361278,"patch_dynamics",4,5
"2115",0.001,1,"0.5",28,5
"2116",0.001,1,"1.5",23,5
"2117",0.001,1,"equal",27,5
"2118",0.001,1,"patch_dynamics",3,5
"2119",0.001,2.15443469003188,"0.5",24,5
"2120",0.001,2.15443469003188,"1.5",14,5
"2121",0.001,2.15443469003188,"equal",33,5
"2122",0.001,2.15443469003188,"patch_dynamics",2,5
"2123",0.001,4.64158883361278,"0.5",29,5
"2124",0.001,4.64158883361278,"1.5",16,5
"2125",0.001,4.64158883361278,"equal",34,5
"2126",0.001,4.64158883361278,"patch_dynamics",3,5
"2127",0.001,10,"0.5",34,5
"2128",0.001,10,"1.5",17,5
"2129",0.001,10,"equal",38,5
"2130",0.001,10,"patch_dynamics",3,5
"2131",0.00215443469003188,0.0464158883361278,"0.5",1,5
"2132",0.00215443469003188,0.0464158883361278,"1.5",1,5
"2133",0.00215443469003188,0.0464158883361278,"equal",1,5
"2134",0.00215443469003188,0.1,"0.5",13,5
"2135",0.00215443469003188,0.1,"1.5",9,5
"2136",0.00215443469003188,0.1,"equal",4,5
"2137",0.00215443469003188,0.1,"patch_dynamics",5,5
"2138",0.00215443469003188,0.215443469003188,"0.5",25,5
"2139",0.00215443469003188,0.215443469003188,"1.5",10,5
"2140",0.00215443469003188,0.215443469003188,"equal",14,5
"2141",0.00215443469003188,0.215443469003188,"patch_dynamics",6,5
"2142",0.00215443469003188,0.464158883361278,"0.5",25,5
"2143",0.00215443469003188,0.464158883361278,"1.5",15,5
"2144",0.00215443469003188,0.464158883361278,"equal",20,5
"2145",0.00215443469003188,0.464158883361278,"patch_dynamics",5,5
"2146",0.00215443469003188,1,"0.5",26,5
"2147",0.00215443469003188,1,"1.5",21,5
"2148",0.00215443469003188,1,"equal",24,5
"2149",0.00215443469003188,1,"patch_dynamics",2,5
"2150",0.00215443469003188,2.15443469003188,"0.5",28,5
"2151",0.00215443469003188,2.15443469003188,"1.5",14,5
"2152",0.00215443469003188,2.15443469003188,"equal",27,5
"2153",0.00215443469003188,2.15443469003188,"patch_dynamics",2,5
"2154",0.00215443469003188,4.64158883361278,"0.5",19,5
"2155",0.00215443469003188,4.64158883361278,"1.5",19,5
"2156",0.00215443469003188,4.64158883361278,"equal",29,5
"2157",0.00215443469003188,4.64158883361278,"patch_dynamics",3,5
"2158",0.00215443469003188,10,"0.5",25,5
"2159",0.00215443469003188,10,"1.5",11,5
"2160",0.00215443469003188,10,"equal",33,5
"2161",0.00215443469003188,10,"patch_dynamics",6,5
"2162",0.00464158883361278,0.0464158883361278,"0.5",2,5
"2163",0.00464158883361278,0.0464158883361278,"1.5",2,5
"2164",0.00464158883361278,0.0464158883361278,"equal",1,5
"2165",0.00464158883361278,0.0464158883361278,"patch_dynamics",1,5
"2166",0.00464158883361278,0.1,"0.5",17,5
"2167",0.00464158883361278,0.1,"1.5",10,5
"2168",0.00464158883361278,0.1,"equal",7,5
"2169",0.00464158883361278,0.1,"patch_dynamics",4,5
"2170",0.00464158883361278,0.215443469003188,"0.5",25,5
"2171",0.00464158883361278,0.215443469003188,"1.5",10,5
"2172",0.00464158883361278,0.215443469003188,"equal",14,5
"2173",0.00464158883361278,0.215443469003188,"patch_dynamics",5,5
"2174",0.00464158883361278,0.464158883361278,"0.5",24,5
"2175",0.00464158883361278,0.464158883361278,"1.5",16,5
"2176",0.00464158883361278,0.464158883361278,"equal",18,5
"2177",0.00464158883361278,0.464158883361278,"patch_dynamics",5,5
"2178",0.00464158883361278,1,"0.5",20,5
"2179",0.00464158883361278,1,"1.5",9,5
"2180",0.00464158883361278,1,"equal",22,5
"2181",0.00464158883361278,1,"patch_dynamics",2,5
"2182",0.00464158883361278,2.15443469003188,"0.5",22,5
"2183",0.00464158883361278,2.15443469003188,"1.5",12,5
"2184",0.00464158883361278,2.15443469003188,"equal",23,5
"2185",0.00464158883361278,2.15443469003188,"patch_dynamics",2,5
"2186",0.00464158883361278,4.64158883361278,"0.5",20,5
"2187",0.00464158883361278,4.64158883361278,"1.5",9,5
"2188",0.00464158883361278,4.64158883361278,"equal",25,5
"2189",0.00464158883361278,4.64158883361278,"patch_dynamics",2,5
"2190",0.00464158883361278,10,"0.5",22,5
"2191",0.00464158883361278,10,"1.5",11,5
"2192",0.00464158883361278,10,"equal",23,5
"2193",0.00464158883361278,10,"patch_dynamics",2,5
"2194",0.01,0.0464158883361278,"0.5",4,5
"2195",0.01,0.0464158883361278,"1.5",2,5
"2196",0.01,0.0464158883361278,"equal",1,5
"2197",0.01,0.0464158883361278,"patch_dynamics",2,5
"2198",0.01,0.1,"0.5",22,5
"2199",0.01,0.1,"1.5",9,5
"2200",0.01,0.1,"equal",6,5
"2201",0.01,0.1,"patch_dynamics",7,5
"2202",0.01,0.215443469003188,"0.5",24,5
"2203",0.01,0.215443469003188,"1.5",9,5
"2204",0.01,0.215443469003188,"equal",12,5
"2205",0.01,0.215443469003188,"patch_dynamics",7,5
"2206",0.01,0.464158883361278,"0.5",29,5
"2207",0.01,0.464158883361278,"1.5",11,5
"2208",0.01,0.464158883361278,"equal",12,5
"2209",0.01,0.464158883361278,"patch_dynamics",1,5
"2210",0.01,1,"0.5",24,5
"2211",0.01,1,"1.5",8,5
"2212",0.01,1,"equal",15,5
"2213",0.01,1,"patch_dynamics",1,5
"2214",0.01,2.15443469003188,"0.5",21,5
"2215",0.01,2.15443469003188,"1.5",9,5
"2216",0.01,2.15443469003188,"equal",18,5
"2217",0.01,2.15443469003188,"patch_dynamics",3,5
"2218",0.01,4.64158883361278,"0.5",22,5
"2219",0.01,4.64158883361278,"1.5",11,5
"2220",0.01,4.64158883361278,"equal",13,5
"2221",0.01,4.64158883361278,"patch_dynamics",1,5
"2222",0.01,10,"0.5",18,5
"2223",0.01,10,"1.5",7,5
"2224",0.01,10,"equal",22,5
"2225",0.01,10,"patch_dynamics",1,5
"2226",0.0215443469003188,0.0215443469003188,"patch_dynamics",1,5
"2227",0.0215443469003188,0.0464158883361278,"0.5",9,5
"2228",0.0215443469003188,0.0464158883361278,"1.5",6,5
"2229",0.0215443469003188,0.0464158883361278,"equal",4,5
"2230",0.0215443469003188,0.0464158883361278,"patch_dynamics",3,5
"2231",0.0215443469003188,0.1,"0.5",24,5
"2232",0.0215443469003188,0.1,"1.5",10,5
"2233",0.0215443469003188,0.1,"equal",6,5
"2234",0.0215443469003188,0.1,"patch_dynamics",7,5
"2235",0.0215443469003188,0.215443469003188,"0.5",30,5
"2236",0.0215443469003188,0.215443469003188,"1.5",15,5
"2237",0.0215443469003188,0.215443469003188,"equal",8,5
"2238",0.0215443469003188,0.215443469003188,"patch_dynamics",5,5
"2239",0.0215443469003188,0.464158883361278,"0.5",31,5
"2240",0.0215443469003188,0.464158883361278,"1.5",10,5
"2241",0.0215443469003188,0.464158883361278,"equal",13,5
"2242",0.0215443469003188,0.464158883361278,"patch_dynamics",2,5
"2243",0.0215443469003188,1,"0.5",27,5
"2244",0.0215443469003188,1,"1.5",10,5
"2245",0.0215443469003188,1,"equal",11,5
"2246",0.0215443469003188,1,"patch_dynamics",1,5
"2247",0.0215443469003188,2.15443469003188,"0.5",24,5
"2248",0.0215443469003188,2.15443469003188,"1.5",7,5
"2249",0.0215443469003188,2.15443469003188,"equal",14,5
"2250",0.0215443469003188,2.15443469003188,"patch_dynamics",1,5
"2251",0.0215443469003188,4.64158883361278,"0.5",21,5
"2252",0.0215443469003188,4.64158883361278,"1.5",6,5
"2253",0.0215443469003188,4.64158883361278,"equal",14,5
"2254",0.0215443469003188,4.64158883361278,"patch_dynamics",1,5
"2255",0.0215443469003188,10,"0.5",22,5
"2256",0.0215443469003188,10,"1.5",6,5
"2257",0.0215443469003188,10,"equal",17,5
"2258",0.0215443469003188,10,"patch_dynamics",1,5
"2259",0.0464158883361278,0.0215443469003188,"1.5",1,5
"2260",0.0464158883361278,0.0215443469003188,"patch_dynamics",1,5
"2261",0.0464158883361278,0.0464158883361278,"0.5",16,5
"2262",0.0464158883361278,0.0464158883361278,"1.5",7,5
"2263",0.0464158883361278,0.0464158883361278,"equal",6,5
"2264",0.0464158883361278,0.0464158883361278,"patch_dynamics",6,5
"2265",0.0464158883361278,0.1,"0.5",31,5
"2266",0.0464158883361278,0.1,"1.5",16,5
"2267",0.0464158883361278,0.1,"equal",8,5
"2268",0.0464158883361278,0.1,"patch_dynamics",4,5
"2269",0.0464158883361278,0.215443469003188,"0.5",32,5
"2270",0.0464158883361278,0.215443469003188,"1.5",12,5
"2271",0.0464158883361278,0.215443469003188,"equal",11,5
"2272",0.0464158883361278,0.215443469003188,"patch_dynamics",3,5
"2273",0.0464158883361278,0.464158883361278,"0.5",30,5
"2274",0.0464158883361278,0.464158883361278,"1.5",7,5
"2275",0.0464158883361278,0.464158883361278,"equal",14,5
"2276",0.0464158883361278,0.464158883361278,"patch_dynamics",2,5
"2277",0.0464158883361278,1,"0.5",25,5
"2278",0.0464158883361278,1,"1.5",5,5
"2279",0.0464158883361278,1,"equal",16,5
"2280",0.0464158883361278,1,"patch_dynamics",3,5
"2281",0.0464158883361278,2.15443469003188,"0.5",24,5
"2282",0.0464158883361278,2.15443469003188,"1.5",3,5
"2283",0.0464158883361278,2.15443469003188,"equal",11,5
"2284",0.0464158883361278,2.15443469003188,"patch_dynamics",1,5
"2285",0.0464158883361278,4.64158883361278,"0.5",26,5
"2286",0.0464158883361278,4.64158883361278,"1.5",3,5
"2287",0.0464158883361278,4.64158883361278,"equal",18,5
"2288",0.0464158883361278,4.64158883361278,"patch_dynamics",1,5
"2289",0.0464158883361278,10,"0.5",25,5
"2290",0.0464158883361278,10,"1.5",3,5
"2291",0.0464158883361278,10,"equal",15,5
"2292",0.0464158883361278,10,"patch_dynamics",1,5
"2293",0.1,0.0215443469003188,"0.5",2,5
"2294",0.1,0.0215443469003188,"1.5",2,5
"2295",0.1,0.0215443469003188,"equal",1,5
"2296",0.1,0.0215443469003188,"patch_dynamics",1,5
"2297",0.1,0.0464158883361278,"0.5",19,5
"2298",0.1,0.0464158883361278,"1.5",10,5
"2299",0.1,0.0464158883361278,"equal",5,5
"2300",0.1,0.0464158883361278,"patch_dynamics",7,5
"2301",0.1,0.1,"0.5",31,5
"2302",0.1,0.1,"1.5",13,5
"2303",0.1,0.1,"equal",9,5
"2304",0.1,0.1,"patch_dynamics",5,5
"2305",0.1,0.215443469003188,"0.5",31,5
"2306",0.1,0.215443469003188,"1.5",11,5
"2307",0.1,0.215443469003188,"equal",8,5
"2308",0.1,0.215443469003188,"patch_dynamics",2,5
"2309",0.1,0.464158883361278,"0.5",32,5
"2310",0.1,0.464158883361278,"1.5",11,5
"2311",0.1,0.464158883361278,"equal",12,5
"2312",0.1,0.464158883361278,"patch_dynamics",2,5
"2313",0.1,1,"0.5",25,5
"2314",0.1,1,"1.5",5,5
"2315",0.1,1,"equal",10,5
"2316",0.1,1,"patch_dynamics",1,5
"2317",0.1,2.15443469003188,"0.5",25,5
"2318",0.1,2.15443469003188,"1.5",3,5
"2319",0.1,2.15443469003188,"equal",12,5
"2320",0.1,2.15443469003188,"patch_dynamics",1,5
"2321",0.1,4.64158883361278,"0.5",26,5
"2322",0.1,4.64158883361278,"1.5",5,5
"2323",0.1,4.64158883361278,"equal",18,5
"2324",0.1,4.64158883361278,"patch_dynamics",2,5
"2325",0.1,10,"0.5",26,5
"2326",0.1,10,"1.5",5,5
"2327",0.1,10,"equal",18,5
"2328",0.1,10,"patch_dynamics",1,5
"2329",0.215443469003188,0.0215443469003188,"0.5",4,5
"2330",0.215443469003188,0.0215443469003188,"1.5",1,5
"2331",0.215443469003188,0.0215443469003188,"equal",2,5
"2332",0.215443469003188,0.0215443469003188,"patch_dynamics",2,5
"2333",0.215443469003188,0.0464158883361278,"0.5",23,5
"2334",0.215443469003188,0.0464158883361278,"1.5",11,5
"2335",0.215443469003188,0.0464158883361278,"equal",8,5
"2336",0.215443469003188,0.0464158883361278,"patch_dynamics",6,5
"2337",0.215443469003188,0.1,"0.5",31,5
"2338",0.215443469003188,0.1,"1.5",10,5
"2339",0.215443469003188,0.1,"equal",7,5
"2340",0.215443469003188,0.1,"patch_dynamics",4,5
"2341",0.215443469003188,0.215443469003188,"0.5",31,5
"2342",0.215443469003188,0.215443469003188,"1.5",11,5
"2343",0.215443469003188,0.215443469003188,"equal",6,5
"2344",0.215443469003188,0.215443469003188,"patch_dynamics",2,5
"2345",0.215443469003188,0.464158883361278,"0.5",29,5
"2346",0.215443469003188,0.464158883361278,"1.5",8,5
"2347",0.215443469003188,0.464158883361278,"equal",5,5
"2348",0.215443469003188,0.464158883361278,"patch_dynamics",1,5
"2349",0.215443469003188,1,"0.5",24,5
"2350",0.215443469003188,1,"1.5",4,5
"2351",0.215443469003188,1,"equal",9,5
"2352",0.215443469003188,1,"patch_dynamics",1,5
"2353",0.215443469003188,2.15443469003188,"0.5",27,5
"2354",0.215443469003188,2.15443469003188,"1.5",2,5
"2355",0.215443469003188,2.15443469003188,"equal",10,5
"2356",0.215443469003188,2.15443469003188,"patch_dynamics",1,5
"2357",0.215443469003188,4.64158883361278,"0.5",29,5
"2358",0.215443469003188,4.64158883361278,"1.5",5,5
"2359",0.215443469003188,4.64158883361278,"equal",15,5
"2360",0.215443469003188,4.64158883361278,"patch_dynamics",2,5
"2361",0.215443469003188,10,"0.5",32,5
"2362",0.215443469003188,10,"1.5",2,5
"2363",0.215443469003188,10,"equal",18,5
"2364",0.215443469003188,10,"patch_dynamics",1,5
"2365",0.464158883361278,0.0215443469003188,"0.5",3,5
"2366",0.464158883361278,0.0215443469003188,"1.5",1,5
"2367",0.464158883361278,0.0215443469003188,"equal",2,5
"2368",0.464158883361278,0.0215443469003188,"patch_dynamics",1,5
"2369",0.464158883361278,0.0464158883361278,"0.5",21,5
"2370",0.464158883361278,0.0464158883361278,"1.5",8,5
"2371",0.464158883361278,0.0464158883361278,"equal",5,5
"2372",0.464158883361278,0.0464158883361278,"patch_dynamics",5,5
"2373",0.464158883361278,0.1,"0.5",25,5
"2374",0.464158883361278,0.1,"1.5",6,5
"2375",0.464158883361278,0.1,"equal",5,5
"2376",0.464158883361278,0.1,"patch_dynamics",4,5
"2377",0.464158883361278,0.215443469003188,"0.5",23,5
"2378",0.464158883361278,0.215443469003188,"1.5",6,5
"2379",0.464158883361278,0.215443469003188,"equal",8,5
"2380",0.464158883361278,0.215443469003188,"patch_dynamics",3,5
"2381",0.464158883361278,0.464158883361278,"0.5",24,5
"2382",0.464158883361278,0.464158883361278,"1.5",3,5
"2383",0.464158883361278,0.464158883361278,"equal",6,5
"2384",0.464158883361278,0.464158883361278,"patch_dynamics",1,5
"2385",0.464158883361278,1,"0.5",26,5
"2386",0.464158883361278,1,"1.5",4,5
"2387",0.464158883361278,1,"equal",8,5
"2388",0.464158883361278,1,"patch_dynamics",1,5
"2389",0.464158883361278,2.15443469003188,"0.5",29,5
"2390",0.464158883361278,2.15443469003188,"1.5",2,5
"2391",0.464158883361278,2.15443469003188,"equal",9,5
"2392",0.464158883361278,2.15443469003188,"patch_dynamics",1,5
"2393",0.464158883361278,4.64158883361278,"0.5",31,5
"2394",0.464158883361278,4.64158883361278,"1.5",2,5
"2395",0.464158883361278,4.64158883361278,"equal",16,5
"2396",0.464158883361278,4.64158883361278,"patch_dynamics",2,5
"2397",0.464158883361278,10,"0.5",30,5
"2398",0.464158883361278,10,"1.5",3,5
"2399",0.464158883361278,10,"equal",15,5
"2400",0.464158883361278,10,"patch_dynamics",2,5
"2401",1e-05,0.0464158883361278,"0.5",3,6
"2402",1e-05,0.0464158883361278,"1.5",1,6
"2403",1e-05,0.1,"0.5",8,6
"2404",1e-05,0.1,"1.5",4,6
"2405",1e-05,0.1,"equal",3,6
"2406",1e-05,0.1,"patch_dynamics",1,6
"2407",1e-05,0.215443469003188,"0.5",40,6
"2408",1e-05,0.215443469003188,"1.5",33,6
"2409",1e-05,0.215443469003188,"equal",28,6
"2410",1e-05,0.215443469003188,"patch_dynamics",6,6
"2411",1e-05,0.464158883361278,"0.5",47,6
"2412",1e-05,0.464158883361278,"1.5",41,6
"2413",1e-05,0.464158883361278,"equal",44,6
"2414",1e-05,0.464158883361278,"patch_dynamics",9,6
"2415",1e-05,1,"0.5",48,6
"2416",1e-05,1,"1.5",47,6
"2417",1e-05,1,"equal",41,6
"2418",1e-05,1,"patch_dynamics",3,6
"2419",1e-05,2.15443469003188,"0.5",46,6
"2420",1e-05,2.15443469003188,"1.5",47,6
"2421",1e-05,2.15443469003188,"equal",46,6
"2422",1e-05,2.15443469003188,"patch_dynamics",7,6
"2423",1e-05,4.64158883361278,"0.5",45,6
"2424",1e-05,4.64158883361278,"1.5",43,6
"2425",1e-05,4.64158883361278,"equal",38,6
"2426",1e-05,4.64158883361278,"patch_dynamics",2,6
"2427",1e-05,10,"0.5",46,6
"2428",1e-05,10,"1.5",44,6
"2429",1e-05,10,"equal",43,6
"2430",1e-05,10,"patch_dynamics",3,6
"2431",2.15443469003188e-05,0.0464158883361278,"0.5",1,6
"2432",2.15443469003188e-05,0.0464158883361278,"1.5",2,6
"2433",2.15443469003188e-05,0.0464158883361278,"equal",1,6
"2434",2.15443469003188e-05,0.1,"0.5",7,6
"2435",2.15443469003188e-05,0.1,"1.5",6,6
"2436",2.15443469003188e-05,0.1,"equal",5,6
"2437",2.15443469003188e-05,0.215443469003188,"0.5",35,6
"2438",2.15443469003188e-05,0.215443469003188,"1.5",27,6
"2439",2.15443469003188e-05,0.215443469003188,"equal",25,6
"2440",2.15443469003188e-05,0.215443469003188,"patch_dynamics",7,6
"2441",2.15443469003188e-05,0.464158883361278,"0.5",43,6
"2442",2.15443469003188e-05,0.464158883361278,"1.5",43,6
"2443",2.15443469003188e-05,0.464158883361278,"equal",44,6
"2444",2.15443469003188e-05,0.464158883361278,"patch_dynamics",10,6
"2445",2.15443469003188e-05,1,"0.5",46,6
"2446",2.15443469003188e-05,1,"1.5",43,6
"2447",2.15443469003188e-05,1,"equal",45,6
"2448",2.15443469003188e-05,1,"patch_dynamics",4,6
"2449",2.15443469003188e-05,2.15443469003188,"0.5",46,6
"2450",2.15443469003188e-05,2.15443469003188,"1.5",43,6
"2451",2.15443469003188e-05,2.15443469003188,"equal",43,6
"2452",2.15443469003188e-05,2.15443469003188,"patch_dynamics",4,6
"2453",2.15443469003188e-05,4.64158883361278,"0.5",46,6
"2454",2.15443469003188e-05,4.64158883361278,"1.5",46,6
"2455",2.15443469003188e-05,4.64158883361278,"equal",42,6
"2456",2.15443469003188e-05,4.64158883361278,"patch_dynamics",6,6
"2457",2.15443469003188e-05,10,"0.5",47,6
"2458",2.15443469003188e-05,10,"1.5",42,6
"2459",2.15443469003188e-05,10,"equal",43,6
"2460",2.15443469003188e-05,10,"patch_dynamics",3,6
"2461",4.64158883361278e-05,0.0464158883361278,"0.5",3,6
"2462",4.64158883361278e-05,0.0464158883361278,"equal",1,6
"2463",4.64158883361278e-05,0.1,"0.5",9,6
"2464",4.64158883361278e-05,0.1,"1.5",5,6
"2465",4.64158883361278e-05,0.1,"equal",4,6
"2466",4.64158883361278e-05,0.1,"patch_dynamics",1,6
"2467",4.64158883361278e-05,0.215443469003188,"0.5",37,6
"2468",4.64158883361278e-05,0.215443469003188,"1.5",29,6
"2469",4.64158883361278e-05,0.215443469003188,"equal",26,6
"2470",4.64158883361278e-05,0.215443469003188,"patch_dynamics",5,6
"2471",4.64158883361278e-05,0.464158883361278,"0.5",43,6
"2472",4.64158883361278e-05,0.464158883361278,"1.5",37,6
"2473",4.64158883361278e-05,0.464158883361278,"equal",48,6
"2474",4.64158883361278e-05,0.464158883361278,"patch_dynamics",7,6
"2475",4.64158883361278e-05,1,"0.5",48,6
"2476",4.64158883361278e-05,1,"1.5",48,6
"2477",4.64158883361278e-05,1,"equal",44,6
"2478",4.64158883361278e-05,1,"patch_dynamics",5,6
"2479",4.64158883361278e-05,2.15443469003188,"0.5",43,6
"2480",4.64158883361278e-05,2.15443469003188,"1.5",45,6
"2481",4.64158883361278e-05,2.15443469003188,"equal",44,6
"2482",4.64158883361278e-05,2.15443469003188,"patch_dynamics",5,6
"2483",4.64158883361278e-05,4.64158883361278,"0.5",43,6
"2484",4.64158883361278e-05,4.64158883361278,"1.5",42,6
"2485",4.64158883361278e-05,4.64158883361278,"equal",43,6
"2486",4.64158883361278e-05,4.64158883361278,"patch_dynamics",5,6
"2487",4.64158883361278e-05,10,"0.5",47,6
"2488",4.64158883361278e-05,10,"1.5",41,6
"2489",4.64158883361278e-05,10,"equal",45,6
"2490",4.64158883361278e-05,10,"patch_dynamics",4,6
"2491",9.99999999999999e-05,0.0464158883361278,"0.5",2,6
"2492",9.99999999999999e-05,0.0464158883361278,"1.5",1,6
"2493",9.99999999999999e-05,0.0464158883361278,"equal",1,6
"2494",9.99999999999999e-05,0.1,"0.5",13,6
"2495",9.99999999999999e-05,0.1,"1.5",6,6
"2496",9.99999999999999e-05,0.1,"equal",4,6
"2497",9.99999999999999e-05,0.1,"patch_dynamics",2,6
"2498",9.99999999999999e-05,0.215443469003188,"0.5",35,6
"2499",9.99999999999999e-05,0.215443469003188,"1.5",22,6
"2500",9.99999999999999e-05,0.215443469003188,"equal",28,6
"2501",9.99999999999999e-05,0.215443469003188,"patch_dynamics",4,6
"2502",9.99999999999999e-05,0.464158883361278,"0.5",39,6
"2503",9.99999999999999e-05,0.464158883361278,"1.5",35,6
"2504",9.99999999999999e-05,0.464158883361278,"equal",37,6
"2505",9.99999999999999e-05,0.464158883361278,"patch_dynamics",5,6
"2506",9.99999999999999e-05,1,"0.5",43,6
"2507",9.99999999999999e-05,1,"1.5",41,6
"2508",9.99999999999999e-05,1,"equal",41,6
"2509",9.99999999999999e-05,1,"patch_dynamics",4,6
"2510",9.99999999999999e-05,2.15443469003188,"0.5",42,6
"2511",9.99999999999999e-05,2.15443469003188,"1.5",39,6
"2512",9.99999999999999e-05,2.15443469003188,"equal",40,6
"2513",9.99999999999999e-05,2.15443469003188,"patch_dynamics",7,6
"2514",9.99999999999999e-05,4.64158883361278,"0.5",46,6
"2515",9.99999999999999e-05,4.64158883361278,"1.5",40,6
"2516",9.99999999999999e-05,4.64158883361278,"equal",42,6
"2517",9.99999999999999e-05,4.64158883361278,"patch_dynamics",6,6
"2518",9.99999999999999e-05,10,"0.5",44,6
"2519",9.99999999999999e-05,10,"1.5",38,6
"2520",9.99999999999999e-05,10,"equal",41,6
"2521",9.99999999999999e-05,10,"patch_dynamics",4,6
"2522",0.000215443469003188,0.0464158883361278,"0.5",3,6
"2523",0.000215443469003188,0.0464158883361278,"1.5",1,6
"2524",0.000215443469003188,0.0464158883361278,"equal",3,6
"2525",0.000215443469003188,0.1,"0.5",11,6
"2526",0.000215443469003188,0.1,"1.5",12,6
