"","dispersal","sig_niche","alpha","n_sp","rep"
"6273",1e-05,0.215443469003188,"0.5",31,14
"6274",1e-05,0.215443469003188,"1.5",22,14
"6275",1e-05,0.215443469003188,"equal",22,14
"6276",1e-05,0.215443469003188,"patch_dynamics",6,14
"6277",1e-05,0.464158883361278,"0.5",41,14
"6278",1e-05,0.464158883361278,"1.5",40,14
"6279",1e-05,0.464158883361278,"equal",36,14
"6280",1e-05,0.464158883361278,"patch_dynamics",11,14
"6281",1e-05,1,"0.5",47,14
"6282",1e-05,1,"1.5",46,14
"6283",1e-05,1,"equal",37,14
"6284",1e-05,1,"patch_dynamics",7,14
"6285",1e-05,2.15443469003188,"0.5",46,14
"6286",1e-05,2.15443469003188,"1.5",40,14
"6287",1e-05,2.15443469003188,"equal",41,14
"6288",1e-05,2.15443469003188,"patch_dynamics",5,14
"6289",1e-05,4.64158883361278,"0.5",49,14
"6290",1e-05,4.64158883361278,"1.5",42,14
"6291",1e-05,4.64158883361278,"equal",40,14
"6292",1e-05,4.64158883361278,"patch_dynamics",5,14
"6293",1e-05,10,"0.5",48,14
"6294",1e-05,10,"1.5",41,14
"6295",1e-05,10,"equal",45,14
"6296",1e-05,10,"patch_dynamics",7,14
"6297",2.15443469003188e-05,0.0464158883361278,"1.5",1,14
"6298",2.15443469003188e-05,0.1,"0.5",4,14
"6299",2.15443469003188e-05,0.1,"1.5",4,14
"6300",2.15443469003188e-05,0.1,"equal",2,14
"6301",2.15443469003188e-05,0.215443469003188,"0.5",30,14
"6302",2.15443469003188e-05,0.215443469003188,"1.5",21,14
"6303",2.15443469003188e-05,0.215443469003188,"equal",24,14
"6304",2.15443469003188e-05,0.215443469003188,"patch_dynamics",10,14
"6305",2.15443469003188e-05,0.464158883361278,"0.5",37,14
"6306",2.15443469003188e-05,0.464158883361278,"1.5",31,14
"6307",2.15443469003188e-05,0.464158883361278,"equal",36,14
"6308",2.15443469003188e-05,0.464158883361278,"patch_dynamics",11,14
"6309",2.15443469003188e-05,1,"0.5",48,14
"6310",2.15443469003188e-05,1,"1.5",44,14
"6311",2.15443469003188e-05,1,"equal",37,14
"6312",2.15443469003188e-05,1,"patch_dynamics",5,14
"6313",2.15443469003188e-05,2.15443469003188,"0.5",48,14
"6314",2.15443469003188e-05,2.15443469003188,"1.5",43,14
"6315",2.15443469003188e-05,2.15443469003188,"equal",39,14
"6316",2.15443469003188e-05,2.15443469003188,"patch_dynamics",1,14
"6317",2.15443469003188e-05,4.64158883361278,"0.5",48,14
"6318",2.15443469003188e-05,4.64158883361278,"1.5",46,14
"6319",2.15443469003188e-05,4.64158883361278,"equal",46,14
"6320",2.15443469003188e-05,4.64158883361278,"patch_dynamics",6,14
"6321",2.15443469003188e-05,10,"0.5",47,14
"6322",2.15443469003188e-05,10,"1.5",43,14
"6323",2.15443469003188e-05,10,"equal",45,14
"6324",2.15443469003188e-05,10,"patch_dynamics",6,14
"6325",4.64158883361278e-05,0.0464158883361278,"0.5",1,14
"6326",4.64158883361278e-05,0.1,"0.5",4,14
"6327",4.64158883361278e-05,0.1,"1.5",3,14
"6328",4.64158883361278e-05,0.1,"equal",2,14
"6329",4.64158883361278e-05,0.1,"patch_dynamics",1,14
"6330",4.64158883361278e-05,0.215443469003188,"0.5",34,14
"6331",4.64158883361278e-05,0.215443469003188,"1.5",24,14
"6332",4.64158883361278e-05,0.215443469003188,"equal",23,14
"6333",4.64158883361278e-05,0.215443469003188,"patch_dynamics",8,14
"6334",4.64158883361278e-05,0.464158883361278,"0.5",38,14
"6335",4.64158883361278e-05,0.464158883361278,"1.5",35,14
"6336",4.64158883361278e-05,0.464158883361278,"equal",34,14
"6337",4.64158883361278e-05,0.464158883361278,"patch_dynamics",13,14
"6338",4.64158883361278e-05,1,"0.5",46,14
"6339",4.64158883361278e-05,1,"1.5",42,14
"6340",4.64158883361278e-05,1,"equal",38,14
"6341",4.64158883361278e-05,1,"patch_dynamics",6,14
"6342",4.64158883361278e-05,2.15443469003188,"0.5",45,14
"6343",4.64158883361278e-05,2.15443469003188,"1.5",43,14
"6344",4.64158883361278e-05,2.15443469003188,"equal",44,14
"6345",4.64158883361278e-05,2.15443469003188,"patch_dynamics",6,14
"6346",4.64158883361278e-05,4.64158883361278,"0.5",47,14
"6347",4.64158883361278e-05,4.64158883361278,"1.5",41,14
"6348",4.64158883361278e-05,4.64158883361278,"equal",43,14
"6349",4.64158883361278e-05,4.64158883361278,"patch_dynamics",6,14
"6350",4.64158883361278e-05,10,"0.5",47,14
"6351",4.64158883361278e-05,10,"1.5",41,14
"6352",4.64158883361278e-05,10,"equal",47,14
"6353",4.64158883361278e-05,10,"patch_dynamics",4,14
"6354",9.99999999999999e-05,0.1,"0.5",6,14
"6355",9.99999999999999e-05,0.1,"1.5",2,14
"6356",9.99999999999999e-05,0.1,"equal",4,14
"6357",9.99999999999999e-05,0.215443469003188,"0.5",26,14
"6358",9.99999999999999e-05,0.215443469003188,"1.5",15,14
"6359",9.99999999999999e-05,0.215443469003188,"equal",19,14
"6360",9.99999999999999e-05,0.215443469003188,"patch_dynamics",7,14
"6361",9.99999999999999e-05,0.464158883361278,"0.5",38,14
"6362",9.99999999999999e-05,0.464158883361278,"1.5",29,14
"6363",9.99999999999999e-05,0.464158883361278,"equal",31,14
"6364",9.99999999999999e-05,0.464158883361278,"patch_dynamics",14,14
"6365",9.99999999999999e-05,1,"0.5",47,14
"6366",9.99999999999999e-05,1,"1.5",38,14
"6367",9.99999999999999e-05,1,"equal",34,14
"6368",9.99999999999999e-05,1,"patch_dynamics",8,14
"6369",9.99999999999999e-05,2.15443469003188,"0.5",45,14
"6370",9.99999999999999e-05,2.15443469003188,"1.5",37,14
"6371",9.99999999999999e-05,2.15443469003188,"equal",40,14
"6372",9.99999999999999e-05,2.15443469003188,"patch_dynamics",6,14
"6373",9.99999999999999e-05,4.64158883361278,"0.5",47,14
"6374",9.99999999999999e-05,4.64158883361278,"1.5",41,14
"6375",9.99999999999999e-05,4.64158883361278,"equal",40,14
"6376",9.99999999999999e-05,4.64158883361278,"patch_dynamics",7,14
"6377",9.99999999999999e-05,10,"0.5",47,14
"6378",9.99999999999999e-05,10,"1.5",37,14
"6379",9.99999999999999e-05,10,"equal",40,14
"6380",9.99999999999999e-05,10,"patch_dynamics",4,14
"6381",0.000215443469003188,0.1,"0.5",7,14
"6382",0.000215443469003188,0.1,"1.5",5,14
"6383",0.000215443469003188,0.1,"equal",2,14
"6384",0.000215443469003188,0.1,"patch_dynamics",1,14
"6385",0.000215443469003188,0.215443469003188,"0.5",25,14
"6386",0.000215443469003188,0.215443469003188,"1.5",14,14
"6387",0.000215443469003188,0.215443469003188,"equal",20,14
"6388",0.000215443469003188,0.215443469003188,"patch_dynamics",9,14
"6389",0.000215443469003188,0.464158883361278,"0.5",33,14
"6390",0.000215443469003188,0.464158883361278,"1.5",22,14
"6391",0.000215443469003188,0.464158883361278,"equal",27,14
"6392",0.000215443469003188,0.464158883361278,"patch_dynamics",14,14
"6393",0.000215443469003188,1,"0.5",39,14
"6394",0.000215443469003188,1,"1.5",31,14
"6395",0.000215443469003188,1,"equal",33,14
"6396",0.000215443469003188,1,"patch_dynamics",5,14
"6397",0.000215443469003188,2.15443469003188,"0.5",42,14
"6398",0.000215443469003188,2.15443469003188,"1.5",29,14
"6399",0.000215443469003188,2.15443469003188,"equal",34,14
"6400",0.000215443469003188,2.15443469003188,"patch_dynamics",4,14
"6401",0.000215443469003188,4.64158883361278,"0.5",42,14
"6402",0.000215443469003188,4.64158883361278,"1.5",29,14
"6403",0.000215443469003188,4.64158883361278,"equal",40,14
"6404",0.000215443469003188,4.64158883361278,"patch_dynamics",7,14
"6405",0.000215443469003188,10,"0.5",41,14
"6406",0.000215443469003188,10,"1.5",32,14
"6407",0.000215443469003188,10,"equal",42,14
"6408",0.000215443469003188,10,"patch_dynamics",2,14
"6409",0.000464158883361278,0.0464158883361278,"patch_dynamics",1,14
"6410",0.000464158883361278,0.1,"0.5",12,14
"6411",0.000464158883361278,0.1,"1.5",6,14
"6412",0.000464158883361278,0.1,"equal",9,14
"6413",0.000464158883361278,0.1,"patch_dynamics",4,14
"6414",0.000464158883361278,0.215443469003188,"0.5",25,14
"6415",0.000464158883361278,0.215443469003188,"1.5",15,14
"6416",0.000464158883361278,0.215443469003188,"equal",18,14
"6417",0.000464158883361278,0.215443469003188,"patch_dynamics",10,14
"6418",0.000464158883361278,0.464158883361278,"0.5",25,14
"6419",0.000464158883361278,0.464158883361278,"1.5",17,14
"6420",0.000464158883361278,0.464158883361278,"equal",25,14
"6421",0.000464158883361278,0.464158883361278,"patch_dynamics",10,14
"6422",0.000464158883361278,1,"0.5",38,14
"6423",0.000464158883361278,1,"1.5",23,14
"6424",0.000464158883361278,1,"equal",29,14
"6425",0.000464158883361278,1,"patch_dynamics",3,14
"6426",0.000464158883361278,2.15443469003188,"0.5",37,14
"6427",0.000464158883361278,2.15443469003188,"1.5",26,14
"6428",0.000464158883361278,2.15443469003188,"equal",39,14
"6429",0.000464158883361278,2.15443469003188,"patch_dynamics",5,14
"6430",0.000464158883361278,4.64158883361278,"0.5",35,14
"6431",0.000464158883361278,4.64158883361278,"1.5",20,14
"6432",0.000464158883361278,4.64158883361278,"equal",36,14
"6433",0.000464158883361278,4.64158883361278,"patch_dynamics",4,14
"6434",0.000464158883361278,10,"0.5",36,14
"6435",0.000464158883361278,10,"1.5",25,14
"6436",0.000464158883361278,10,"equal",41,14
"6437",0.000464158883361278,10,"patch_dynamics",7,14
"6438",0.001,0.0464158883361278,"0.5",1,14
"6439",0.001,0.0464158883361278,"equal",1,14
"6440",0.001,0.1,"0.5",15,14
"6441",0.001,0.1,"1.5",8,14
"6442",0.001,0.1,"equal",5,14
"6443",0.001,0.1,"patch_dynamics",5,14
"6444",0.001,0.215443469003188,"0.5",24,14
"6445",0.001,0.215443469003188,"1.5",13,14
"6446",0.001,0.215443469003188,"equal",17,14
"6447",0.001,0.215443469003188,"patch_dynamics",7,14
"6448",0.001,0.464158883361278,"0.5",23,14
"6449",0.001,0.464158883361278,"1.5",12,14
"6450",0.001,0.464158883361278,"equal",19,14
"6451",0.001,0.464158883361278,"patch_dynamics",12,14
"6452",0.001,1,"0.5",30,14
"6453",0.001,1,"1.5",24,14
"6454",0.001,1,"equal",29,14
"6455",0.001,1,"patch_dynamics",7,14
"6456",0.001,2.15443469003188,"0.5",34,14
"6457",0.001,2.15443469003188,"1.5",15,14
"6458",0.001,2.15443469003188,"equal",36,14
"6459",0.001,2.15443469003188,"patch_dynamics",8,14
"6460",0.001,4.64158883361278,"0.5",32,14
"6461",0.001,4.64158883361278,"1.5",20,14
"6462",0.001,4.64158883361278,"equal",36,14
"6463",0.001,4.64158883361278,"patch_dynamics",7,14
"6464",0.001,10,"0.5",35,14
"6465",0.001,10,"1.5",14,14
"6466",0.001,10,"equal",35,14
"6467",0.001,10,"patch_dynamics",4,14
"6468",0.00215443469003188,0.0464158883361278,"0.5",2,14
"6469",0.00215443469003188,0.0464158883361278,"1.5",1,14
"6470",0.00215443469003188,0.0464158883361278,"equal",1,14
"6471",0.00215443469003188,0.0464158883361278,"patch_dynamics",1,14
"6472",0.00215443469003188,0.1,"0.5",19,14
"6473",0.00215443469003188,0.1,"1.5",7,14
"6474",0.00215443469003188,0.1,"equal",8,14
"6475",0.00215443469003188,0.1,"patch_dynamics",6,14
"6476",0.00215443469003188,0.215443469003188,"0.5",22,14
"6477",0.00215443469003188,0.215443469003188,"1.5",10,14
"6478",0.00215443469003188,0.215443469003188,"equal",14,14
"6479",0.00215443469003188,0.215443469003188,"patch_dynamics",9,14
"6480",0.00215443469003188,0.464158883361278,"0.5",23,14
"6481",0.00215443469003188,0.464158883361278,"1.5",9,14
"6482",0.00215443469003188,0.464158883361278,"equal",19,14
"6483",0.00215443469003188,0.464158883361278,"patch_dynamics",6,14
"6484",0.00215443469003188,1,"0.5",28,14
"6485",0.00215443469003188,1,"1.5",14,14
"6486",0.00215443469003188,1,"equal",19,14
"6487",0.00215443469003188,1,"patch_dynamics",6,14
"6488",0.00215443469003188,2.15443469003188,"0.5",28,14
"6489",0.00215443469003188,2.15443469003188,"1.5",18,14
"6490",0.00215443469003188,2.15443469003188,"equal",28,14
"6491",0.00215443469003188,2.15443469003188,"patch_dynamics",9,14
"6492",0.00215443469003188,4.64158883361278,"0.5",27,14
"6493",0.00215443469003188,4.64158883361278,"1.5",17,14
"6494",0.00215443469003188,4.64158883361278,"equal",29,14
"6495",0.00215443469003188,4.64158883361278,"patch_dynamics",2,14
"6496",0.00215443469003188,10,"0.5",27,14
"6497",0.00215443469003188,10,"1.5",16,14
"6498",0.00215443469003188,10,"equal",32,14
"6499",0.00215443469003188,10,"patch_dynamics",3,14
"6500",0.00464158883361278,0.0464158883361278,"0.5",6,14
"6501",0.00464158883361278,0.0464158883361278,"1.5",2,14
"6502",0.00464158883361278,0.0464158883361278,"equal",3,14
"6503",0.00464158883361278,0.0464158883361278,"patch_dynamics",6,14
"6504",0.00464158883361278,0.1,"0.5",22,14
"6505",0.00464158883361278,0.1,"1.5",10,14
"6506",0.00464158883361278,0.1,"equal",7,14
"6507",0.00464158883361278,0.1,"patch_dynamics",6,14
"6508",0.00464158883361278,0.215443469003188,"0.5",22,14
"6509",0.00464158883361278,0.215443469003188,"1.5",11,14
"6510",0.00464158883361278,0.215443469003188,"equal",10,14
"6511",0.00464158883361278,0.215443469003188,"patch_dynamics",9,14
"6512",0.00464158883361278,0.464158883361278,"0.5",25,14
"6513",0.00464158883361278,0.464158883361278,"1.5",7,14
"6514",0.00464158883361278,0.464158883361278,"equal",17,14
"6515",0.00464158883361278,0.464158883361278,"patch_dynamics",6,14
"6516",0.00464158883361278,1,"0.5",27,14
"6517",0.00464158883361278,1,"1.5",11,14
"6518",0.00464158883361278,1,"equal",18,14
"6519",0.00464158883361278,1,"patch_dynamics",4,14
"6520",0.00464158883361278,2.15443469003188,"0.5",27,14
"6521",0.00464158883361278,2.15443469003188,"1.5",9,14
"6522",0.00464158883361278,2.15443469003188,"equal",23,14
"6523",0.00464158883361278,2.15443469003188,"patch_dynamics",1,14
"6524",0.00464158883361278,4.64158883361278,"0.5",28,14
"6525",0.00464158883361278,4.64158883361278,"1.5",12,14
"6526",0.00464158883361278,4.64158883361278,"equal",21,14
"6527",0.00464158883361278,4.64158883361278,"patch_dynamics",4,14
"6528",0.00464158883361278,10,"0.5",23,14
"6529",0.00464158883361278,10,"1.5",9,14
"6530",0.00464158883361278,10,"equal",25,14
"6531",0.00464158883361278,10,"patch_dynamics",2,14
"6532",0.01,0.0464158883361278,"0.5",13,14
"6533",0.01,0.0464158883361278,"1.5",6,14
"6534",0.01,0.0464158883361278,"equal",5,14
"6535",0.01,0.0464158883361278,"patch_dynamics",3,14
"6536",0.01,0.1,"0.5",22,14
"6537",0.01,0.1,"1.5",9,14
"6538",0.01,0.1,"equal",9,14
"6539",0.01,0.1,"patch_dynamics",9,14
"6540",0.01,0.215443469003188,"0.5",23,14
"6541",0.01,0.215443469003188,"1.5",12,14
"6542",0.01,0.215443469003188,"equal",10,14
"6543",0.01,0.215443469003188,"patch_dynamics",9,14
"6544",0.01,0.464158883361278,"0.5",26,14
"6545",0.01,0.464158883361278,"1.5",6,14
"6546",0.01,0.464158883361278,"equal",15,14
"6547",0.01,0.464158883361278,"patch_dynamics",7,14
"6548",0.01,1,"0.5",27,14
"6549",0.01,1,"1.5",8,14
"6550",0.01,1,"equal",11,14
"6551",0.01,1,"patch_dynamics",3,14
"6552",0.01,2.15443469003188,"0.5",22,14
"6553",0.01,2.15443469003188,"1.5",10,14
"6554",0.01,2.15443469003188,"equal",15,14
"6555",0.01,2.15443469003188,"patch_dynamics",2,14
"6556",0.01,4.64158883361278,"0.5",20,14
"6557",0.01,4.64158883361278,"1.5",6,14
"6558",0.01,4.64158883361278,"equal",19,14
"6559",0.01,4.64158883361278,"patch_dynamics",7,14
"6560",0.01,10,"0.5",23,14
"6561",0.01,10,"1.5",5,14
"6562",0.01,10,"equal",16,14
"6563",0.01,10,"patch_dynamics",2,14
"6564",0.0215443469003188,0.0464158883361278,"0.5",13,14
"6565",0.0215443469003188,0.0464158883361278,"1.5",7,14
"6566",0.0215443469003188,0.0464158883361278,"equal",5,14
"6567",0.0215443469003188,0.0464158883361278,"patch_dynamics",6,14
"6568",0.0215443469003188,0.1,"0.5",24,14
"6569",0.0215443469003188,0.1,"1.5",9,14
"6570",0.0215443469003188,0.1,"equal",8,14
"6571",0.0215443469003188,0.1,"patch_dynamics",5,14
"6572",0.0215443469003188,0.215443469003188,"0.5",26,14
"6573",0.0215443469003188,0.215443469003188,"1.5",9,14
"6574",0.0215443469003188,0.215443469003188,"equal",12,14
"6575",0.0215443469003188,0.215443469003188,"patch_dynamics",9,14
"6576",0.0215443469003188,0.464158883361278,"0.5",26,14
"6577",0.0215443469003188,0.464158883361278,"1.5",7,14
"6578",0.0215443469003188,0.464158883361278,"equal",14,14
"6579",0.0215443469003188,0.464158883361278,"patch_dynamics",9,14
"6580",0.0215443469003188,1,"0.5",26,14
"6581",0.0215443469003188,1,"1.5",7,14
"6582",0.0215443469003188,1,"equal",13,14
"6583",0.0215443469003188,1,"patch_dynamics",1,14
"6584",0.0215443469003188,2.15443469003188,"0.5",25,14
"6585",0.0215443469003188,2.15443469003188,"1.5",9,14
"6586",0.0215443469003188,2.15443469003188,"equal",15,14
"6587",0.0215443469003188,2.15443469003188,"patch_dynamics",1,14
"6588",0.0215443469003188,4.64158883361278,"0.5",24,14
"6589",0.0215443469003188,4.64158883361278,"1.5",8,14
"6590",0.0215443469003188,4.64158883361278,"equal",16,14
"6591",0.0215443469003188,4.64158883361278,"patch_dynamics",6,14
"6592",0.0215443469003188,10,"0.5",25,14
"6593",0.0215443469003188,10,"1.5",7,14
"6594",0.0215443469003188,10,"equal",16,14
"6595",0.0215443469003188,10,"patch_dynamics",4,14
"6596",0.0464158883361278,0.0215443469003188,"0.5",4,14
"6597",0.0464158883361278,0.0215443469003188,"1.5",1,14
"6598",0.0464158883361278,0.0215443469003188,"equal",1,14
"6599",0.0464158883361278,0.0215443469003188,"patch_dynamics",2,14
"6600",0.0464158883361278,0.0464158883361278,"0.5",20,14
"6601",0.0464158883361278,0.0464158883361278,"1.5",8,14
"6602",0.0464158883361278,0.0464158883361278,"equal",7,14
"6603",0.0464158883361278,0.0464158883361278,"patch_dynamics",5,14
"6604",0.0464158883361278,0.1,"0.5",27,14
"6605",0.0464158883361278,0.1,"1.5",11,14
"6606",0.0464158883361278,0.1,"equal",8,14
"6607",0.0464158883361278,0.1,"patch_dynamics",6,14
"6608",0.0464158883361278,0.215443469003188,"0.5",27,14
"6609",0.0464158883361278,0.215443469003188,"1.5",14,14
"6610",0.0464158883361278,0.215443469003188,"equal",10,14
"6611",0.0464158883361278,0.215443469003188,"patch_dynamics",9,14
"6612",0.0464158883361278,0.464158883361278,"0.5",25,14
"6613",0.0464158883361278,0.464158883361278,"1.5",10,14
"6614",0.0464158883361278,0.464158883361278,"equal",8,14
"6615",0.0464158883361278,0.464158883361278,"patch_dynamics",2,14
"6616",0.0464158883361278,1,"0.5",25,14
"6617",0.0464158883361278,1,"1.5",9,14
"6618",0.0464158883361278,1,"equal",9,14
"6619",0.0464158883361278,1,"patch_dynamics",4,14
"6620",0.0464158883361278,2.15443469003188,"0.5",24,14
"6621",0.0464158883361278,2.15443469003188,"1.5",3,14
"6622",0.0464158883361278,2.15443469003188,"equal",10,14
"6623",0.0464158883361278,2.15443469003188,"patch_dynamics",3,14
"6624",0.0464158883361278,4.64158883361278,"0.5",25,14
"6625",0.0464158883361278,4.64158883361278,"1.5",9,14
"6626",0.0464158883361278,4.64158883361278,"equal",15,14
"6627",0.0464158883361278,4.64158883361278,"patch_dynamics",1,14
"6628",0.0464158883361278,10,"0.5",25,14
"6629",0.0464158883361278,10,"1.5",7,14
"6630",0.0464158883361278,10,"equal",14,14
"6631",0.0464158883361278,10,"patch_dynamics",1,14
"6632",0.1,0.0215443469003188,"0.5",6,14
"6633",0.1,0.0215443469003188,"1.5",3,14
"6634",0.1,0.0215443469003188,"equal",3,14
"6635",0.1,0.0215443469003188,"patch_dynamics",2,14
"6636",0.1,0.0464158883361278,"0.5",21,14
"6637",0.1,0.0464158883361278,"1.5",9,14
"6638",0.1,0.0464158883361278,"equal",7,14
"6639",0.1,0.0464158883361278,"patch_dynamics",9,14
"6640",0.1,0.1,"0.5",29,14
"6641",0.1,0.1,"1.5",10,14
"6642",0.1,0.1,"equal",6,14
"6643",0.1,0.1,"patch_dynamics",7,14
"6644",0.1,0.215443469003188,"0.5",28,14
"6645",0.1,0.215443469003188,"1.5",8,14
"6646",0.1,0.215443469003188,"equal",8,14
"6647",0.1,0.215443469003188,"patch_dynamics",7,14
"6648",0.1,0.464158883361278,"0.5",28,14
"6649",0.1,0.464158883361278,"1.5",8,14
"6650",0.1,0.464158883361278,"equal",9,14
"6651",0.1,0.464158883361278,"patch_dynamics",2,14
"6652",0.1,1,"0.5",25,14
"6653",0.1,1,"1.5",5,14
"6654",0.1,1,"equal",5,14
"6655",0.1,1,"patch_dynamics",1,14
"6656",0.1,2.15443469003188,"0.5",26,14
"6657",0.1,2.15443469003188,"1.5",4,14
"6658",0.1,2.15443469003188,"equal",9,14
"6659",0.1,2.15443469003188,"patch_dynamics",1,14
"6660",0.1,4.64158883361278,"0.5",25,14
"6661",0.1,4.64158883361278,"1.5",4,14
"6662",0.1,4.64158883361278,"equal",15,14
"6663",0.1,4.64158883361278,"patch_dynamics",5,14
"6664",0.1,10,"0.5",26,14
"6665",0.1,10,"1.5",6,14
"6666",0.1,10,"equal",15,14
"6667",0.1,10,"patch_dynamics",2,14
"6668",0.215443469003188,0.0215443469003188,"0.5",7,14
"6669",0.215443469003188,0.0215443469003188,"1.5",5,14
"6670",0.215443469003188,0.0215443469003188,"equal",3,14
"6671",0.215443469003188,0.0215443469003188,"patch_dynamics",3,14
"6672",0.215443469003188,0.0464158883361278,"0.5",21,14
"6673",0.215443469003188,0.0464158883361278,"1.5",10,14
"6674",0.215443469003188,0.0464158883361278,"equal",6,14
"6675",0.215443469003188,0.0464158883361278,"patch_dynamics",7,14
"6676",0.215443469003188,0.1,"0.5",27,14
"6677",0.215443469003188,0.1,"1.5",10,14
"6678",0.215443469003188,0.1,"equal",8,14
"6679",0.215443469003188,0.1,"patch_dynamics",3,14
"6680",0.215443469003188,0.215443469003188,"0.5",24,14
"6681",0.215443469003188,0.215443469003188,"1.5",7,14
"6682",0.215443469003188,0.215443469003188,"equal",6,14
"6683",0.215443469003188,0.215443469003188,"patch_dynamics",3,14
"6684",0.215443469003188,0.464158883361278,"0.5",20,14
"6685",0.215443469003188,0.464158883361278,"1.5",8,14
"6686",0.215443469003188,0.464158883361278,"equal",4,14
"6687",0.215443469003188,0.464158883361278,"patch_dynamics",7,14
"6688",0.215443469003188,1,"0.5",25,14
"6689",0.215443469003188,1,"1.5",5,14
"6690",0.215443469003188,1,"equal",8,14
"6691",0.215443469003188,1,"patch_dynamics",1,14
"6692",0.215443469003188,2.15443469003188,"0.5",25,14
"6693",0.215443469003188,2.15443469003188,"1.5",4,14
"6694",0.215443469003188,2.15443469003188,"equal",6,14
"6695",0.215443469003188,2.15443469003188,"patch_dynamics",1,14
"6696",0.215443469003188,4.64158883361278,"0.5",29,14
"6697",0.215443469003188,4.64158883361278,"1.5",4,14
"6698",0.215443469003188,4.64158883361278,"equal",9,14
"6699",0.215443469003188,4.64158883361278,"patch_dynamics",3,14
"6700",0.215443469003188,10,"0.5",27,14
"6701",0.215443469003188,10,"1.5",3,14
"6702",0.215443469003188,10,"equal",16,14
"6703",0.215443469003188,10,"patch_dynamics",3,14
"6704",0.464158883361278,0.0215443469003188,"0.5",7,14
"6705",0.464158883361278,0.0215443469003188,"1.5",2,14
"6706",0.464158883361278,0.0215443469003188,"equal",3,14
"6707",0.464158883361278,0.0215443469003188,"patch_dynamics",2,14
"6708",0.464158883361278,0.0464158883361278,"0.5",16,14
"6709",0.464158883361278,0.0464158883361278,"1.5",6,14
"6710",0.464158883361278,0.0464158883361278,"equal",4,14
"6711",0.464158883361278,0.0464158883361278,"patch_dynamics",6,14
"6712",0.464158883361278,0.1,"0.5",18,14
"6713",0.464158883361278,0.1,"1.5",6,14
"6714",0.464158883361278,0.1,"equal",5,14
"6715",0.464158883361278,0.1,"patch_dynamics",4,14
"6716",0.464158883361278,0.215443469003188,"0.5",14,14
"6717",0.464158883361278,0.215443469003188,"1.5",5,14
"6718",0.464158883361278,0.215443469003188,"equal",4,14
"6719",0.464158883361278,0.215443469003188,"patch_dynamics",2,14
"6720",0.464158883361278,0.464158883361278,"0.5",16,14
"6721",0.464158883361278,0.464158883361278,"1.5",3,14
"6722",0.464158883361278,0.464158883361278,"equal",3,14
"6723",0.464158883361278,0.464158883361278,"patch_dynamics",1,14
"6724",0.464158883361278,1,"0.5",24,14
"6725",0.464158883361278,1,"1.5",5,14
"6726",0.464158883361278,1,"equal",8,14
"6727",0.464158883361278,1,"patch_dynamics",2,14
"6728",0.464158883361278,2.15443469003188,"0.5",30,14
"6729",0.464158883361278,2.15443469003188,"1.5",3,14
"6730",0.464158883361278,2.15443469003188,"equal",10,14
"6731",0.464158883361278,2.15443469003188,"patch_dynamics",1,14
"6732",0.464158883361278,4.64158883361278,"0.5",30,14
"6733",0.464158883361278,4.64158883361278,"1.5",4,14
"6734",0.464158883361278,4.64158883361278,"equal",11,14
"6735",0.464158883361278,4.64158883361278,"patch_dynamics",1,14
"6736",0.464158883361278,10,"0.5",29,14
"6737",0.464158883361278,10,"1.5",4,14
"6738",0.464158883361278,10,"equal",14,14
"6739",0.464158883361278,10,"patch_dynamics",2,14
"6740",1e-05,0.0464158883361278,"equal",1,15
"6741",1e-05,0.1,"0.5",11,15
"6742",1e-05,0.1,"1.5",8,15
"6743",1e-05,0.1,"equal",9,15
"6744",1e-05,0.1,"patch_dynamics",2,15
"6745",1e-05,0.215443469003188,"0.5",37,15
"6746",1e-05,0.215443469003188,"1.5",36,15
"6747",1e-05,0.215443469003188,"equal",25,15
"6748",1e-05,0.215443469003188,"patch_dynamics",12,15
"6749",1e-05,0.464158883361278,"0.5",48,15
"6750",1e-05,0.464158883361278,"1.5",40,15
"6751",1e-05,0.464158883361278,"equal",40,15
"6752",1e-05,0.464158883361278,"patch_dynamics",9,15
"6753",1e-05,1,"0.5",49,15
"6754",1e-05,1,"1.5",46,15
"6755",1e-05,1,"equal",39,15
"6756",1e-05,1,"patch_dynamics",11,15
"6757",1e-05,2.15443469003188,"0.5",49,15
"6758",1e-05,2.15443469003188,"1.5",41,15
"6759",1e-05,2.15443469003188,"equal",41,15
"6760",1e-05,2.15443469003188,"patch_dynamics",5,15
"6761",1e-05,4.64158883361278,"0.5",47,15
"6762",1e-05,4.64158883361278,"1.5",46,15
"6763",1e-05,4.64158883361278,"equal",45,15
"6764",1e-05,4.64158883361278,"patch_dynamics",3,15
"6765",1e-05,10,"0.5",50,15
"6766",1e-05,10,"1.5",46,15
"6767",1e-05,10,"equal",40,15
"6768",1e-05,10,"patch_dynamics",2,15
"6769",2.15443469003188e-05,0.0464158883361278,"1.5",1,15
"6770",2.15443469003188e-05,0.0464158883361278,"equal",1,15
"6771",2.15443469003188e-05,0.1,"0.5",12,15
"6772",2.15443469003188e-05,0.1,"1.5",10,15
"6773",2.15443469003188e-05,0.1,"equal",9,15
"6774",2.15443469003188e-05,0.1,"patch_dynamics",5,15
"6775",2.15443469003188e-05,0.215443469003188,"0.5",41,15
"6776",2.15443469003188e-05,0.215443469003188,"1.5",31,15
"6777",2.15443469003188e-05,0.215443469003188,"equal",31,15
