"","rep","dispersal","sig_niche","alpha","space_var_part_Space","space_var_part_both","space_var_part_Environment","space_var_part_Residual"
"53","10","0.000464158883361278","4.64158883361278","1.5","0.113820694883152","0","0.0275278064090145","0.873302302738889"
"54","10","0.000464158883361278","4.64158883361278","equal","0.0450397569592481","0.00356549031630926","0","0.953285431802973"
"55","10","0.000464158883361278","4.64158883361278","patch","0.041964444502705","0","0.0560732809847054","0.922744161771463"
"56","10","0.001","0.0464158883361278","equal",NA,NA,"NaN",NA
"57","10","0.001","0.0464158883361278","patch",NA,NA,"NaN",NA
"58","10","0.001","0.1","0.5","0.0300663379336275","0.122078425679029","0.213020522865025","0.634834713522319"
"59","10","0.001","0.1","1.5","0.0362338667396882","0.0669941249101031","0.15790769459308","0.738864313757129"
"60","10","0.001","0.1","equal","0","0.0120944944758009","0.262230109339592","0.936649432051823"
"61","10","0.001","0.1","patch",NA,NA,"NaN",NA
"62","10","0.001","0.215443469003188","0.5","0.0428635735366575","0.12881797053652","0.218404847592765","0.609913608334057"
"63","10","0.001","0.215443469003188","1.5","0.0537837995937436","0.0668350762147767","0.126615035208122","0.752766088983358"
"64","10","0.001","0.215443469003188","equal","0","0.119919017723671","0.160155147703365","0.739732649692213"
"65","10","0.001","0.215443469003188","patch","0.0394194827506462","0.0758936825168077","0.084844028503007","0.799842806229539"
"66","10","0.001","0.464158883361278","0.5","0","0.112813856543493","0.139188077273184","0.758168792015447"
"67","10","0.001","0.464158883361278","1.5","0","0","0.0974493043528494","0.917431335560001"
"68","10","0.001","0.464158883361278","equal","0","0.0841052039527439","0.0494200162956523","0.908006160050118"
"69","10","0.001","0.464158883361278","patch","0","0","0.0812408635667106","0.941549242026552"
"70","10","0.001","10","0.5","0","0.0137766601259853","0.00503830447238029","0.991590064552321"
"71","10","0.001","10","1.5","0.046170161592949","0.00428801658908473","0","0.9561430070329"
"72","10","0.001","10","equal","0","0.00184804338627798","0","1.0235345848787"
"73","10","0.001","10","patch","0.0772517120452484","0.00861268548047778","0","0.925809956479755"
"74","10","0.001","1","0.5","0.0134666971983417","0.0105423943046631","0.0630223802968024","0.912968528200193"
"75","10","0.001","1","1.5","0","0.0241296709554749","0.114688501796179","0.897198665009153"
"76","10","0.001","1","equal","0","0.00677952801682113","0.00601421318206841","0.990978761159975"
"77","10","0.001","1","patch","0.0285411664839992","0.0222033194179186","0.00537127188196429","0.943884242216118"
"78","10","0.001","2.15443469003188","0.5","0","0.00233730808484889","0","1.06036597455519"
"79","10","0.001","2.15443469003188","1.5","0","0.0036335911546076","0","1.10362045125562"
"80","10","0.001","2.15443469003188","equal","0","0.00393831061753802","0.00989867516933729","1.01059378471892"
"81","10","0.001","2.15443469003188","patch","NaN","NaN","NaN","NaN"
"82","10","0.001","4.64158883361278","0.5","0","0","0","1.01145562625083"
"83","10","0.001","4.64158883361278","1.5","0","0","0","1.04807967042157"
"84","10","0.001","4.64158883361278","equal","0","0.006098462782133","0","1.00930076343136"
"85","10","0.001","4.64158883361278","patch","0.0133985454085011","0.00412497989234351","0","0.993964693782486"
"86","10","0.00215443469003188","0.0464158883361278","0.5",NA,NA,NA,NA
"87","10","0.00215443469003188","0.0464158883361278","1.5",NA,NA,"NaN",NA
"88","10","0.00215443469003188","0.0464158883361278","equal",NA,NA,"NaN",NA
"89","10","0.00215443469003188","0.0464158883361278","patch",NA,NA,"NaN",NA
"90","10","0.00215443469003188","0.1","0.5","0","0.11615598297339","0.237934025938554","0.681812755984307"
"91","10","0.00215443469003188","0.1","1.5","0.00266114841547427","0.123022732902434","0.292261651303545","0.582054467378546"
"92","10","0.00215443469003188","0.1","equal","0.0391371101720429","0.133856609652561","0.163148812662075","0.663857467513322"
"93","10","0.00215443469003188","0.1","patch","0","0.118032126754374","0.19262586317423","0.745126989407439"
"94","10","0.00215443469003188","0.215443469003188","0.5","0.0475646725719726","0.140312172075536","0.26134165792647","0.550781497426021"
"95","10","0.00215443469003188","0.215443469003188","1.5","0.0885606517835807","0.15777439181636","0.238605771713873","0.515059184686186"
"96","10","0.00215443469003188","0.215443469003188","equal","0.0542863667468502","0.150018560194605","0.147752506178833","0.647942566879712"
"97","10","0.00215443469003188","0.215443469003188","patch","0","0.134246304792032","0.087064218095952","0.794031267488363"
"98","10","0.00215443469003188","0.464158883361278","0.5","0.00684755772705536","0.129445607099023","0.173321058063267","0.690385777110655"
"99","10","0.00215443469003188","0.464158883361278","1.5","0","0.0870983262526849","0.0972041435510361","0.903267668833051"
"100","10","0.00215443469003188","0.464158883361278","equal","0","0.043475838275715","0.0801367852789977","0.87993455489876"
"101","10","0.00215443469003188","0.464158883361278","patch","0.00588963021122257","0.097390308868375","0.100563620685108","0.796156440235294"
"102","10","0.00215443469003188","10","0.5","0","0.0109729758353009","0","1.07657795272234"
